,brand,model,screen_size,color,harddisk,cpu,ram,OS,graphics,graphics_coprocessor,rating,price,wifi & bluetooth,backlit keyboard,anti-glare,fingerprint,hd audio
3615,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3616,Dell,Latitude5520,15.6,Black,512.0,Intel Core i5,16.0,Windows 11,Integrated,Unknown,,1672.99,1,0,0,0,0
3618,Dell,Latitude3420,14.0,Black,1000.0,Intel Core i7,64.0,Windows 11,Integrated,Unknown,,1153.14,1,0,0,0,0
3619,Dell,XPS9320,13.4,Silver,256.0,Intel Core i5,8.0,Windows 11 Pro,Integrated,Unknown,,1225.99,1,0,0,0,0
3620,Dell,Latitude3520,15.6,Black,2000.0,Intel Core i5,8.0,Windows 11,Integrated,Unknown,,977.47,1,0,0,0,0
3621,Dell,Inspiron3511,15.6,Black,128.0,Intel Core i5,8.0,Windows 10,Integrated,Unknown,,619.99,1,0,0,0,0
3622,Dell,Latitude5420,14.0,Black,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Unknown,,922.99,1,0,0,0,0
3625,Dell,XPS9520,15.6,Silver,128.0,Intel Core i7,4.0,Windows 11 Pro,Dedicated,Unknown,,1563.99,1,0,0,0,0
3626,Dell,Latitude5520,15.6,Black,1000.0,Intel Core i7,32.0,Windows 11,Integrated,Unknown,,2488.99,1,0,0,0,0
3627,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3628,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3629,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3633,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3634,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3635,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3636,Dell,Inspiron3511,15.6,Black,256.0,Intel Core i5,32.0,Windows 10,Integrated,Unknown,,613.99,1,0,0,0,0
3639,Dell,Latitude5520,15.6,Black,2000.0,Intel Core i7,32.0,Windows 11,Integrated,Unknown,,1865.99,1,0,0,0,0
3640,Dell,Latitude5520,15.6,Black,512.0,Intel Core i5,16.0,Windows 11,Integrated,Unknown,,1763.99,1,0,0,0,0
3641,Dell,Latitude5520,15.6,Black,256.0,Intel Core i5,32.0,Windows 11,Integrated,Unknown,,1725.99,1,0,0,0,0
3642,Dell,Latitude5520,15.6,Black,512.0,Intel Core i5,64.0,Windows 11,Integrated,Unknown,,1885.99,1,0,0,0,0
3643,Dell,Latitude5420,14.0,Black,256.0,Intel Core i5,16.0,Windows 11,Integrated,Unknown,,1751.99,1,0,0,0,0
3646,Dell,Precision7770,17.3,Silver,512.0,Intel Core i7,16.0,Windows 11,Dedicated,Unknown,,1951.52,1,0,0,0,0
3647,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
3648,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
3649,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
3650,Dell,XPS9530,15.6,Silver,2000.0,Intel Core i9,16.0,Windows 11 Pro,Dedicated,Unknown,,2945.99,1,0,0,0,0
3654,Dell,Latitude3420,14.0,Black,512.0,Intel Core i3,16.0,Windows 11 Pro,Integrated,Unknown,,699.99,1,0,0,0,0
3656,Dell,Alienwarem18,18.0,Silver,2000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,,2640.17,1,0,0,0,0
3657,Dell,Latitude5520,15.6,Black,2000.0,Intel Core i7,16.0,Windows 11,Integrated,Unknown,,1971.99,1,0,0,0,0
3658,Dell,Latitude3520,15.6,Black,8000.0,Intel Core i5,16.0,Windows 10,Integrated,Unknown,,1887.38,1,0,0,0,0
3659,Dell,Inspiron3511,15.6,Black,512.0,Intel Core i5,64.0,Windows 10,Integrated,Unknown,,764.4,1,0,0,0,0
3660,Dell,Vostro3510,15.6,Black,256.0,Intel Core i5,4.0,Windows 11,Integrated,Unknown,,691.99,1,0,0,0,0
3661,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
3662,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
3663,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
3664,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3665,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3666,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3669,Dell,XPS9510,15.6,Silver,1000.0,Intel Core i9,64.0,Windows 11,Dedicated,Unknown,,3335.99,1,0,0,0,0
3670,Dell,Latitude5420,14.0,Black,128.0,Intel Core i5,8.0,Windows 10,Integrated,Unknown,,765.75,1,0,0,0,0
3671,Dell,Vostro3510,15.6,Black,512.0,Intel Core i5,32.0,Windows 11 Pro,Integrated,Unknown,,773.99,1,0,0,0,0
3672,Dell,XPS9530,15.6,Silver,512.0,Intel Core i7,16.0,Windows 11 Pro,Dedicated,Unknown,,1710.99,1,0,0,0,0
3673,Dell,Alienwarem18,18.0,Black,2000.0,Intel Core i7,32.0,Windows 11 Pro,Dedicated,Unknown,,2321.99,1,0,0,0,0
3674,Dell,XPS9320,13.4,Gray,512.0,Intel Core i7,32.0,Windows 11 Pro,Integrated,Unknown,,1720.95,1,0,0,0,0
3676,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
3677,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
3678,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
3680,Dell,Latitude3520,15.6,Black,1000.0,Intel Core i5,32.0,Windows 10,Integrated,Unknown,,992.1,1,0,0,0,0
3681,Dell,Latitude3520,15.6,Black,1000.0,Intel Core i5,64.0,Windows 11,Integrated,Unknown,,1086.71,1,0,0,0,0
3682,Dell,Inspiron3511,15.6,Black,2000.0,Intel Core i5,8.0,Windows 10,Integrated,Unknown,,618.15,1,0,0,0,0
3683,Dell,Latitude3520,15.6,Black,1000.0,Intel Core i7,32.0,Windows 11,Integrated,Unknown,,1702.99,1,0,0,0,0
3685,Dell,Latitude3520,15.6,Black,128.0,Intel Core i7,8.0,Windows 11,Integrated,Unknown,,1529.99,1,0,0,0,0
3686,Dell,Latitude3520,15.6,Unknown,1000.0,Intel Core i5,20.0,Windows 10,Unknown,Unknown,,936.93,0,0,0,0,0
3687,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
3688,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
3689,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
3690,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3691,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3692,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3694,Dell,Alienwarem18,18.0,Silver,2000.0,Intel Core i9,32.0,Windows 11 Pro,Dedicated,Unknown,,2640.17,1,0,0,0,0
3695,Dell,Inspiron3511,15.6,Black,2000.0,Intel Core i5,32.0,Windows 10,Integrated,Unknown,,735.59,1,0,0,0,0
3696,Dell,Alienwarem18,18.0,Black,512.0,Intel Core i9,16.0,Windows 11,Dedicated,Unknown,,3163.36,1,0,0,0,0
3697,Dell,Latitude5520,15.6,Black,512.0,Intel Core i7,32.0,Windows 10,Integrated,Unknown,,1764.99,1,0,0,0,0
3698,Dell,Latitude5520,15.6,Black,4000.0,Intel Core i7,64.0,Windows 11,Integrated,Unknown,,2912.99,1,0,0,0,0
3699,Dell,Latitude5420,14.0,Black,512.0,Intel Core i5,16.0,Windows 11,Integrated,Unknown,,1179.99,1,0,0,0,0
3700,Dell,Inspiron3511,15.6,Black,500.0,Intel Core i5,64.0,Windows 10,Integrated,Unknown,,721.83,1,0,0,0,0
3701,Dell,Inspiron3511,15.6,Black,512.0,Intel Core i5,32.0,Windows 10,Integrated,Unknown,,641.86,1,0,0,0,0
3702,Dell,Latitude3520,15.6,Black,4000.0,Intel Core i7,16.0,Windows 10,Integrated,Unknown,,1958.99,1,0,0,0,0
3703,Dell,XPS9530,15.6,Silver,1000.0,Intel Core i7,16.0,Windows 11,Dedicated,Unknown,,2437.64,1,0,0,0,0
3704,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
3705,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
3706,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
3708,Dell,Inspiron3511,15.6,Black,2000.0,Intel Core i5,32.0,Windows 10,Integrated,Unknown,,796.78,1,0,0,0,0
3709,Dell,XPS9530,15.6,Silver,2000.0,Intel Core i7,16.0,Windows 11 Pro,Dedicated,Unknown,,2433.27,1,0,0,0,0
3710,Dell,Latitude5520,15.6,Black,8000.0,Intel Core i7,64.0,Windows 10,Integrated,Unknown,,3132.99,1,0,0,0,0
3711,Dell,XPS9530,15.6,Silver,1000.0,Intel Core i9,64.0,Windows 11,Dedicated,Unknown,,3175.75,1,0,0,0,0
3712,Dell,Precision7770,17.3,Silver,512.0,Intel Core i7,32.0,Windows 11,Dedicated,Unknown,,2815.3,1,0,0,0,0
3713,Dell,XPS9530,15.6,Silver,2000.0,Intel Core i7,32.0,Windows 11,Dedicated,Unknown,,3111.99,1,0,0,0,0
3714,Dell,Latitude5320,13.3,Black,512.0,Intel Core i5,16.0,Windows 11,Integrated,Unknown,,900.89,1,0,0,0,0
3716,Dell,Vostro3510,15.6,Black,512.0,Intel Core i5,32.0,Windows 10,Integrated,Unknown,,780.99,1,0,0,0,0
3717,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
3718,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
3719,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
3720,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3721,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3722,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3723,Dell,Latitude3520,15.6,Black,512.0,Intel Core i7,16.0,Windows 10,Integrated,Unknown,,1620.99,1,0,0,0,0
3725,Dell,Vostro3510,15.6,Black,1000.0,Intel Core i5,16.0,Windows 11,Integrated,Unknown,,790.99,1,0,0,0,0
3726,Dell,Latitude5420,14.0,Black,256.0,Intel Core i7,32.0,Windows 10,Integrated,Unknown,,1015.99,1,0,0,0,0
3730,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3731,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3732,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3733,Dell,Inspiron3511,15.6,Black,1000.0,Intel Core i5,32.0,Windows 10,Integrated,Unknown,,683.99,1,0,0,0,0
3734,Dell,Inspiron3511,15.6,Black,1000.0,Intel Core i5,16.0,Windows 10,Integrated,Unknown,,703.99,1,0,0,0,0
3736,Dell,Latitude7420,14.0,Unknown,512.0,Intel Core i7,20.0,Windows 10,Unknown,Unknown,,1327.99,0,0,0,0,0
3737,Dell,Latitude3520,15.6,Black,4000.0,Intel Core i5,32.0,Windows 11,Integrated,Unknown,,1218.46,1,0,0,0,0
3738,Dell,Latitude5420,14.0,Black,512.0,Intel Core i7,32.0,Windows 10,Integrated,Unknown,,1058.99,1,0,0,0,0
3740,Dell,XPS9530,15.6,Silver,1000.0,Intel Core i7,16.0,Windows 11,Dedicated,Unknown,,2436.99,1,0,0,0,0
3743,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
3744,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
3745,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
3746,Dell,Latitude3520,15.6,Black,2000.0,Intel Core i5,16.0,Windows 10,Integrated,Unknown,,999.99,1,0,0,0,0
3748,Dell,Latitude5320,13.3,Black,512.0,Intel Core i7,16.0,Windows 10,Integrated,Unknown,,934.67,1,0,0,0,0
3749,Dell,Inspiron3511,15.6,Black,2000.0,Intel Core i5,16.0,Windows 10,Integrated,Unknown,,754.99,1,0,0,0,0
3750,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3751,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3752,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3753,Dell,Latitude5440,14.0,Black,512.0,Intel Core i5,32.0,Windows 11 Pro,Integrated,Unknown,,1314.99,1,0,0,0,0
3762,Dell,Precision7780,17.0,Silver,512.0,Intel Core i7,64.0,Windows 11 Pro,Integrated,Unknown,,2815.3,1,0,0,0,0
3763,Dell,Vostro7620,16.0,Black,512.0,Intel Core i7,16.0,Windows 11,Dedicated,Unknown,,1161.11,1,0,0,0,0
3764,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
3765,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3766,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3767,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3769,Dell,Alienwarem16,16.0,Black,4000.0,Intel Core i9,64.0,Windows 11,Dedicated,Unknown,,3946.44,1,0,0,0,0
3773,Dell,XPS9530,15.6,Silver,4000.0,Intel Core i9,64.0,Windows 11,Dedicated,Unknown,,3447.23,1,0,0,0,0
3775,Dell,Alienwarem18,18.0,Silver,1000.0,Intel Core i9,64.0,Windows 11,Dedicated,Unknown,,2713.81,1,0,0,0,0
3776,Dell,Inspiron3511,15.6,Black,256.0,Intel Core i5,64.0,Windows 10,Integrated,Unknown,,689.33,1,0,0,0,0
3777,Dell,XPS9530,15.6,Silver,512.0,Intel Core i7,16.0,Windows 11 Pro,Dedicated,Unknown,,2572.05,1,0,0,0,0
3778,Dell,Latitude5520,15.6,Black,4000.0,Intel Core i7,64.0,Windows 11,Integrated,Unknown,,2622.99,1,0,0,0,0
3780,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
3781,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
3782,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
3784,Dell,Inspiron3511,15.6,Black,1000.0,Intel Core i5,32.0,Windows 10,Integrated,Unknown,,731.83,1,0,0,0,0
3785,Dell,Latitude3520,15.6,Black,1000.0,Intel Core i5,8.0,Windows 10,Integrated,Unknown,,936.93,1,0,0,0,0
3786,Dell,Latitude5420,14.0,Black,256.0,Intel Core i5,16.0,Windows 10,Integrated,Unknown,,1130.99,1,0,0,0,0
3787,Dell,Vostro3510,15.6,Black,1000.0,Intel Core i7,32.0,Windows 11,Integrated,Unknown,,1046.99,1,0,0,0,0
3788,Dell,Latitude5530,15.6,Black,512.0,Intel Core i7,20.0,Windows 11 Pro,Integrated,Integrated,,1173.01,0,0,0,0,0
3790,Dell,Latitude5520,15.6,Black,4000.0,Intel Core i7,32.0,Windows 11,Integrated,Unknown,,2102.99,1,0,0,0,0
3794,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
3795,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
3796,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
3797,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3798,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3799,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3800,Dell,Latitude5520,15.6,Black,256.0,Intel Core i5,8.0,Windows 10,Integrated,Unknown,,861.48,1,0,0,0,0
3801,Dell,Latitude3520,15.6,Unknown,2000.0,Intel Core i5,20.0,Windows 11 Pro,Unknown,Unknown,,989.85,0,0,0,0,0
3802,Dell,Latitude5520,15.6,Black,4000.0,Intel Core i7,16.0,Windows 11,Integrated,Unknown,,2053.99,1,0,0,0,0
3803,Dell,Latitude5420,14.0,Black,1000.0,Intel Core i5,32.0,Windows 10,Integrated,Unknown,,1275.99,1,0,0,0,0
3804,Dell,Latitude3520,15.6,Black,2000.0,Intel Core i5,64.0,Windows 11,Integrated,Unknown,,1132.87,1,0,0,0,0
3806,Dell,Latitude5520,15.6,Black,256.0,Intel Core i7,16.0,Windows 11,Integrated,Unknown,,2354.99,1,0,0,0,0
3807,Dell,Precision7560,15.6,Silver,2000.0,Intel Core i7,64.0,Windows 11 Pro,Dedicated,Unknown,,2388.99,1,0,0,0,0
3810,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
3811,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
3812,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
3814,Dell,Vostro3510,15.6,Black,1000.0,Intel Core i7,16.0,Windows 10,Integrated,Unknown,,967.99,1,0,0,0,0
3816,Dell,Latitude3520,15.6,Black,1000.0,Intel Core i5,8.0,Windows 11,Integrated,Unknown,,931.3,1,0,0,0,0
3820,Dell,Latitude5520,15.6,Black,1000.0,Intel Core i7,32.0,Windows 10,Integrated,Unknown,,1909.99,1,0,0,0,0
3822,Dell,Precision7770,17.3,Silver,1000.0,Intel Core i7,16.0,Windows 11 Pro,Dedicated,Unknown,,2700.99,1,0,0,0,0
3823,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
3824,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3825,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3826,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3827,Dell,XPS9510,15.6,Silver,512.0,Intel Core i7,64.0,Windows 11,Dedicated,Unknown,,3287.15,1,0,0,0,0
3830,Dell,XPS9320,13.4,Gray,1000.0,Intel Core i7,16.0,Windows 11 Pro,Integrated,Unknown,,1494.62,1,0,0,0,0
3832,Dell,Alienwarem18,18.0,Silver,1000.0,Intel Core i9,32.0,Windows 11 Pro,Dedicated,Unknown,,2478.32,1,0,0,0,0
3833,Dell,Latitude5520,15.6,Black,4000.0,Intel Core i7,64.0,Windows 10,Integrated,Unknown,,2629.99,1,0,0,0,0
3834,Dell,Latitude5520,15.6,Black,512.0,Intel Core i7,16.0,Windows 10,Integrated,Unknown,,1715.99,1,0,0,0,0
3835,Dell,Latitude3520,15.6,Black,1000.0,Intel Core i7,64.0,Windows 11,Integrated,Unknown,,1830.99,1,0,0,0,0
3836,Dell,Inspiron3511,15.6,Black,2000.0,Intel Core i5,32.0,Windows 10,Integrated,Unknown,,743.09,1,0,0,0,0
3837,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
3838,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
3839,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
3840,Dell,Latitude5420,14.0,Black,512.0,Intel Core i5,16.0,Windows 10,Integrated,Unknown,,807.99,1,0,0,0,0
3841,Dell,Latitude3520,15.6,Black,1000.0,Intel Core i7,16.0,Windows 10,Integrated,Unknown,,1661.99,1,0,0,0,0
3842,Dell,Inspiron3511,15.6,Black,1000.0,Intel Core i5,16.0,Windows 10,Integrated,Unknown,,703.99,1,0,0,0,0
3843,Dell,Vostro3510,15.6,Black,256.0,Intel Core i5,4.0,Windows 11 Pro,Integrated,Unknown,,691.99,1,0,0,0,0
3844,Dell,XPS9510,15.6,Silver,8000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,,4398.99,1,0,0,0,0
3846,Dell,XPS9320,13.4,Gray,512.0,Intel Core i7,32.0,Windows 11,Integrated,Unknown,,1495.99,1,0,0,0,0
3848,Dell,Latitude3520,15.6,Black,2000.0,Intel Core i5,32.0,Windows 11,Integrated,Unknown,,1032.65,1,0,0,0,0
3850,Dell,Latitude7320,13.3,Black,256.0,Intel Core i5,16.0,Windows 11 Pro,Integrated,Unknown,,899.99,1,0,0,0,0
3851,Dell,Latitude5420,14.0,Black,1000.0,Intel Core i5,8.0,Windows 10,Integrated,Unknown,,840.99,1,0,0,0,0
3852,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
3853,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
3854,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
3855,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3856,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3857,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3858,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
3859,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
3860,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
3861,Dell,Precision7770,17.3,Silver,1000.0,Intel Core i9,16.0,Windows 11 Pro,Dedicated,Unknown,,2410.99,1,0,0,0,0
3864,Dell,Precision7780,17.0,Silver,1000.0,Intel Core i7,32.0,Windows 11,Integrated,Unknown,,2815.3,1,0,0,0,0
3865,Dell,Latitude5440,14.0,Black,512.0,Intel Core i7,16.0,Windows 11,Dedicated,Unknown,,1552.3,1,0,0,0,0
3866,Dell,Latitude3520,15.6,Black,512.0,Intel Core i5,32.0,Windows 11 Pro,Integrated,Unknown,,953.82,1,0,0,0,0
3867,Dell,Latitude3520,15.6,Black,4000.0,Intel Core i5,16.0,Windows 10,Integrated,Unknown,,1185.79,1,0,0,0,0
3868,Dell,Inspiron3511,15.6,Black,512.0,Intel Core i5,64.0,Windows 10,Integrated,Unknown,,776.54,1,0,0,0,0
3869,Dell,XPS9510,15.6,Silver,512.0,Intel Core i5,16.0,Windows 10,Integrated,Unknown,,1666.65,1,0,0,0,0
3870,Dell,Inspiron3511,15.6,Black,2000.0,Intel Core i5,16.0,Windows 10,Integrated,Unknown,,767.11,1,0,0,0,0
3871,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
3872,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
3873,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
3874,Dell,Inspiron3511,15.6,Black,1000.0,Intel Core i5,8.0,Windows 10,Integrated,Unknown,,690.58,1,0,0,0,0
3875,Dell,Latitude3520,15.6,Black,4000.0,Intel Core i7,16.0,Windows 11,Integrated,Unknown,,1950.99,1,0,0,0,0
